0, -16.9459, 21.2827, 297.235, -26.852, -4.92385, -2.74571, 13.9026, -0.104527, -10.0078, 1.98558, 0.00794739, 0.0785964, -0.0657608, 2.36717, 1.14321, -1.00991, 1.96034, 0.937477, 1.74196, -0.371379, 0.591953, -0.158793, -0.574725
1, -71.3933, 1.53794, 273.53, -7.80801, -1.18062, -1.02804, -1.21864, 1.69294, -3.60948, 1.16968, 0.227451, -0.168668, -0.124212, 2.12274, -0.480907, 0.577164, 1.58714, -0.482916, 0.936686, -0.0934388, 0.498886, 0.0200497, -0.263688
2, -84.0033, -2.04617, 267.114, -1.9033, -0.564082, -0.834439, -3.00331, 1.5148, -2.8633, 0.941732, 0.174339, -0.231338, -0.0826467, -0.850744, -0.564725, 0.47779, -0.00525962, -0.136935, -0.183381, 0.0478669, 0.402667, 0.0826413, -0.16011
3, -94.2898, -0.578512, 265.763, 1.21245, 0.201929, -0.933207, -4.264, 1.28069, -2.57617, 0.565716, 0.135086, -0.298791, -0.0653978, -2.26845, 0.0562339, 0.438937, -0.690073, 0.672462, -0.634606, 0.226021, 0.390463, 0.12746, -0.0695246
4, -7.18858, 35.2346, 327.137, -30.0325, -4.54268, -8.05111, 13.312, 1.07622, -9.06904, 1.51892, -0.0305544, -0.197331, -0.090273, 2.75114, 0.930414, -2.00326, 1.62534, 0.278168, 1.20294, -0.184651, -0.243417, 0.397895, 1.0597
5, -105.556, -15.9602, 232.701, 3.61894, 1.60805, 1.08104, -9.28179, 1.51511, -0.351705, 0.372507, 0.232125, -0.292483, -0.0766495, 1.62773, 0.320494, 1.59575, 1.26947, 0.135083, 0.516028, -0.0225672, 1.3704, 0.546838, 1.75207
6, -97.5236, 1.84904, 281.745, -4.30011, -0.727612, -1.62062, -5.54333, 1.2543, -2.5291, 1.02868, 0.151932, -0.273958, -0.0983138, 2.28756, -0.132961, 0.164921, 1.11078, -0.460904, 0.123642, 0.0965783, 1.67026, 0.280729, 2.04081
7, -82.7708, 4.37331, 300.221, -10.028, -1.88175, -1.56151, -1.27778, 1.07236, -4.61999, 1.54237, 0.00662714, -0.36943, -0.0335484, 0.496304, -0.082674, -0.0653292, -0.0602767, -0.234683, -0.66949, 0.0545163, 2.58938, 0.376242, 2.61161
8, -70.152, -3.93063, 304.596, -13.7536, -2.09769, 0.119616, 0.290721, 1.10658, -5.17813, 1.69625, -0.139857, -0.224328, -0.0751331, 0.392064, 0.389267, 0.535428, -0.869463, 0.13038, -1.67421, 0.192505, 3.28816, 0.32359, 4.05778
9, -71.6324, -9.06622, 313.967, -18.4801, -3.50413, 1.38054, 1.60176, 0.875599, -4.88938, 2.04699, -0.267759, -0.20935, -0.0681131, 3.42431, 0.324102, 0.619351, 1.09712, -0.656741, -0.320206, 0.101266, 3.32232, 0.244621, 4.52753
10, -71.0129, -33.1901, 301.843, -20.8875, -4.44948, 6.16169, 4.71179, 0.592816, -5.34174, 3.2826, -0.311004, -0.246539, -0.0720967, 1.65344, 0.729698, 2.25049, 0.743603, 0.0672502, -0.218234, 0.0619873, 3.94307, 0.240757, 4.66732
11, -76.3287, -45.243, 309.707, -20.1116, -5.51642, 6.88979, 4.66061, 0.0721954, -5.56007, 3.69756, -0.386686, -0.247005, -0.0938715, 0.421413, 0.491697, 2.53503, 0.458351, 0.0116906, -0.443055, 0.142923, 4.18947, 0.264464, 4.65688
12, -91.9422, -40.308, 324.519, -17.8911, -5.7808, 6.46373, 3.91183, -0.612449, -4.76857, 3.86011, -0.332101, -0.114531, -0.00694818, 0.660571, 0.146092, 1.71461, 0.92925, -0.30735, 0.0382942, 0.110674, 3.62536, 0.415899, 4.00557
13, -88.3568, -31.2141, 329.348, -18.6893, -5.01038, 6.34265, 5.00856, -0.823688, -4.32714, 4.20257, -0.318028, -0.155847, -0.0218488, 1.42457, 0.606278, 1.16837, 0.893624, 0.166812, -0.121944, 0.0271813, 2.85198, 0.490105, 4.32516
14, -94.2951, -23.2818, 334.802, -16.9801, -4.08622, 6.13119, 4.35735, -0.894196, -2.36208, 4.19676, -0.251083, -0.219908, 0.00135257, 2.28897, 0.332684, 0.362163, 0.79791, -0.161771, -0.663157, 0.215073, 2.30382, 0.438222, 4.62918
15, -116.619, -13.6664, 327.56, -14.0262, -2.66708, 7.9262, 5.19181, -0.788211, -0.895649, 4.59022, -0.228404, -0.147128, -0.0339733, 1.19726, 0.641738, 0.641094, 1.81647, 0.315586, 0.951475, -0.268351, 1.89959, 0.628381, 3.76728
16, -123.417, 6.30341, 315.074, -10.9956, -2.11941, 7.00897, 7.2849, -0.25477, -1.1317, 5.13326, -0.150963, -0.0595197, -0.0309746, -1.4638, -0.49258, -0.0469525, 0.241996, -0.00250291, -0.0621692, -0.0119292, 1.61446, 0.671995, 3.74351
17, -123.095, 17.0035, 314.015, -11.3543, -1.33083, 5.59148, 8.4046, 0.104297, -0.609059, 5.59435, -0.157391, -0.0558328, -0.0313763, -0.585364, -0.631003, -1.3307, 0.865742, -0.352049, 0.393619, 0.088264, 1.1195, 0.566045, 4.31829
18, -136.457, 16.1327, 321.994, -8.56972, -0.891439, 4.35558, 6.55758, 0.162071, -0.715052, 5.54911, -0.157309, -0.0450439, 0.0129838, -1.52924, -0.371862, -1.36409, 1.15065, -0.0157347, 0.990592, -0.180872, 0.672698, 0.560561, 4.3583
19, -143.041, 14.4799, 312.613, -6.78324, -0.576889, 4.77079, 7.18747, 0.312133, -1.17814, 5.95366, -0.107659, 0.00785116, 0.00906726, -2.77295, -0.613683, -1.57106, -0.164079, 0.201524, -0.432812, 0.0137671, 0.441368, 0.665482, 3.83739
20, -135.668, 6.89182, 306.683, -10.6978, -1.5026, 5.51294, 10.5999, 0.623304, -1.95415, 6.69773, -0.0414306, 0.11776, -0.0610238, -1.95061, -0.928185, -1.95003, 0.477437, -0.251952, -0.195082, 0.060478, 0.65112, 0.72256, 3.09908
21, -117.95, -3.32507, 319.222, -12.1343, -3.24992, 2.91144, 10.1399, 0.732238, -4.32489, 6.66517, -0.0726054, 0.173333, -0.0657641, -3.53366, -1.01596, -0.635832, 0.613861, -0.0122011, 0.607166, -0.174158, 1.07469, 0.768317, 3.18119
22, -103.422, -13.1408, 356.828, -12.9935, -4.38781, -0.303359, 7.08509, 0.963223, -5.15889, 5.84459, 0.0899632, 0.114166, -0.0164659, -3.63895, -1.30526, -0.0485711, -0.151595, -0.182095, -0.364476, 0.11064, 1.73718, 0.606643, 3.35868
23, -104.664, -23.8777, 380.339, -11.5395, -3.21837, 1.2891, 4.70232, 1.16245, -1.89642, 4.29236, 0.150212, -0.234558, 0.0554588, -3.27359, -0.605174, 0.540861, 1.81549, 0.16612, 2.30282, -0.536388, 2.32208, 0.578196, 2.21935
24, -119.981, -19.551, 303.081, 0.63714, 0.285557, 9.41779, 1.39314, 1.04876, 3.37, -0.2304, 0.185601, -2.25422, 1.10605, -6.73939, -1.69988, 0.876659, -0.815875, 0.100912, -0.300457, 0.0408877, 3.3775, 0.420446, 0.90771
25, -124.127, -9.80326, 264.557, -0.665497, -1.31913, 8.11374, 2.91216, 0.940196, -1.06332, -0.764857, 0.107516, -3.38453, 1.78869, -6.48163, -1.69666, 1.07112, -0.750389, 0.0872003, -0.101112, 0.114189, 4.54113, -0.0850734, -0.0790766
