0, -66.5265, -45.7877, 274.99, 26.9284, -1.51102, -6.28748, 14.0981, 1.84634, -9.11761, 1.79781, 0.189368, 0.225385, -0.641478, 2.00515, 0.569262, -0.949797, 1.96501, 1.02, 1.78608, -0.0953195, 0.542379, -0.231769, 0.122212
1, 0.569719, -20.7576, 277.469, 8.5782, 0.443409, -3.95347, 0.83503, 2.01399, -4.81401, 1.8588, 0.240226, 0.319927, -0.308141, 2.21984, -0.876295, -0.92323, 1.9414, -0.441094, 1.35396, -0.0911544, 0.658054, -0.0938662, 0.708195
2, 17.5992, -15.1021, 278.764, 2.08352, -0.211746, -1.46114, -1.75275, 0.84375, -2.17574, 1.65455, 0.168151, 0.218972, 0.0901988, -0.626971, -0.212594, -0.83416, 0.275689, -0.142952, 0.0632119, -0.0722412, 0.732285, -0.0693394, 0.864729
3, 30.7626, -18.2196, 282.695, -1.39252, 0.62264, -2.17925, -3.39465, 0.89786, -2.33501, 0.875475, 0.108082, 0.0733097, 0.0522161, -1.59362, 0.74535, -0.814849, -0.407362, 0.64831, -0.594537, 0.0357219, 0.765404, 0.0161592, 0.961484
4, -85.6694, -63.5408, 288.945, 29.6917, -2.23487, -10.8569, 13.6666, 1.59838, -7.98283, 1.72933, 0.184247, -0.022213, -0.545721, 2.01401, -0.0565255, -2.10465, 1.76046, 0.339255, 1.38466, 0.0127756, -0.395315, 0.496705, 1.15179
5, 52.4349, 3.85526, 260.13, -3.27635, 1.29464, 1.65392, -7.54934, 1.22405, -1.66523, 0.88978, 0.145981, 0.234876, 0.0355439, 2.33373, -0.0948251, 1.59644, 1.43863, 0.163079, 0.758415, 0.116468, 1.8241, 0.221933, 3.12717
6, 32.189, -21.0226, 300.263, 4.5365, 0.286411, -2.34386, -4.07265, 0.715595, -1.93583, 1.71012, 0.145567, 0.293149, 0.0964598, 2.49628, -0.771295, -1.33788, 1.5456, -0.469359, 0.552146, -0.0150028, 1.84318, 0.00867687, 3.08646
7, 11.0404, -25.4537, 310.261, 9.90379, -0.769604, -1.7394, -0.0531123, 0.394086, -2.62093, 2.30508, 0.098691, 0.203359, 0.157296, 0.74167, -0.360342, -1.30353, 0.256268, -0.292563, -0.389379, -0.104909, 2.49264, -0.0294854, 3.52061
8, -1.79155, -14.7383, 310.954, 13.205, -1.05126, 1.52654, 0.985815, 0.126222, -1.70054, 2.5303, 0.0531878, 0.340546, 0.192101, 0.977042, -0.0381981, -0.493816, -0.546691, 0.0137626, -1.50109, -0.0709429, 3.14748, -0.148083, 4.9199
9, -1.44005, -12.2615, 320.5, 18.371, -1.75931, 1.37449, 2.13853, 0.00374636, -1.48188, 2.9785, -0.0101347, 0.422764, 0.120231, 4.1821, -1.08254, -1.31576, 1.72997, -0.710748, 0.187763, -0.0925478, 3.20519, -0.262651, 5.39465
10, -1.76348, 11.2777, 313.695, 21.9088, -3.02024, 5.93301, 5.83118, -0.168276, -2.33371, 4.5594, -0.0176761, 0.597448, 0.0217874, 3.43451, -0.232369, 1.18217, 1.18941, 0.0306126, 0.0799327, 0.0508682, 3.68759, -0.344249, 5.56615
11, 4.59469, 20.8857, 327.898, 21.6612, -3.60241, 6.79472, 6.23131, -0.634138, -1.62574, 5.2013, -0.0771404, 0.684353, 0.132598, 2.55412, -0.150488, 1.31793, 0.957706, -0.0219691, -0.12253, 0.112205, 3.82968, -0.350259, 5.52902
12, 21.1379, 8.90211, 352.861, 19.7321, -2.63827, 4.629, 5.77598, -1.04241, -0.635571, 5.46495, -0.0511958, 0.85074, 0.318724, 2.57524, -0.487338, -1.05011, 1.6744, -0.330103, 0.489068, -0.0497254, 3.22782, -0.138117, 5.01939
13, 13.0556, 1.89049, 355.544, 21.612, -1.94119, 6.45176, 7.83059, -1.44033, 0.354656, 6.35669, -0.040537, 0.899122, 0.438887, 3.03469, -0.194505, -0.707739, 1.53452, 0.139873, 0.189778, -0.0728559, 2.30472, 0.0632447, 5.23103
14, 14.3134, -4.92748, 362.137, 21.6907, -1.56955, 6.89549, 7.87297, -1.4954, 1.27419, 6.63999, -0.0242807, 0.872853, 0.438734, 3.65289, -0.693627, -0.528105, 1.55316, -0.187947, -0.196281, 0.0981119, 1.7515, 0.104906, 5.44855
15, 33.3566, -16.4279, 358.515, 19.8652, -0.989125, 7.57784, 8.91241, -1.54055, 1.55453, 7.21005, -0.0474679, 0.980268, 0.362516, 3.11241, -0.0496836, -0.807574, 2.54978, 0.364937, 1.25139, -0.203488, 1.51507, 0.332098, 4.50573
16, 35.7508, -34.0539, 339.375, 17.956, -1.67745, 7.62959, 11.5768, -1.46678, 0.814658, 8.17123, 0.0226956, 1.15532, 0.353717, -0.262263, -0.0816073, -0.922951, 0.719586, -0.00459421, 0.220508, -0.0167024, 1.49559, 0.472692, 4.23461
17, 23.9997, -40.075, 330.411, 20.7886, -1.7125, 8.25817, 13.37, -1.51081, 1.43607, 9.29798, 0.0152622, 1.27984, 0.502638, 0.441566, -0.492945, -1.56058, 1.50824, -0.303029, 0.848212, 0.14309, 1.19382, 0.401035, 4.51214
18, 27.3113, -36.5761, 336.105, 19.4358, -1.35927, 8.68646, 12.5362, -1.46567, 2.20017, 9.81278, -0.0171309, 1.34837, 0.801742, 0.00512871, -0.029975, -1.81493, 1.90594, 0.0707228, 1.34584, -0.0703888, 0.627958, 0.452007, 4.45217
19, 29.7828, -35.6961, 327.144, 19.511, -1.39031, 6.4254, 14.1427, -1.29407, -1.04925, 10.1586, 0.0105705, 1.50281, 0.521589, -0.98424, 0.192804, -2.76097, 0.797615, 0.203508, -0.157622, -0.207424, 0.595474, 0.558665, 4.04926
20, 15.5235, -31.833, 316.093, 26.3754, -2.77854, 1.94735, 19.7235, -1.28354, -6.96083, 11.2364, 0.0996803, 1.9097, -0.125597, -0.247202, -0.324698, -4.1333, 1.61048, -0.233953, 0.250768, -0.274847, 0.873911, 0.630418, 3.28718
